sku,batch,current_stock,avg_daily_sales,days_of_supply,reorder_lead_days,last_restock_date
SKU01224,BATCH5337,1470,20.3,72.41,30,2025-06-05
SKU00074,BATCH9422,3033,29.93,101.34,10,2025-04-05
SKU00481,BATCH3864,1770,49.92,35.46,7,2025-03-25
SKU01026,BATCH6075,3348,16.69,200.6,10,2025-03-08
SKU00229,BATCH3095,2367,46.03,51.42,10,2025-05-23
SKU00351,BATCH3021,2676,39.08,68.47,30,2025-10-19
SKU01586,BATCH4810,1394,42.09,33.12,10,2025-06-18
SKU01534,BATCH9248,3485,26.73,130.38,10,2025-05-24
SKU01491,BATCH6313,4472,31.17,143.47,14,2025-04-06
SKU01519,BATCH5148,2623,1.92,1366.15,10,2025-08-05
SKU00243,BATCH6931,3083,9.21,334.74,21,2025-09-26
SKU01813,BATCH5396,1778,44.92,39.58,30,2025-01-17
SKU00546,BATCH1772,868,18.93,45.85,14,2025-01-19
SKU01393,BATCH1515,638,46.14,13.83,10,2025-09-30
SKU01255,BATCH8032,4420,1.69,2615.38,10,2025-06-26
SKU00241,BATCH5169,4319,43.39,99.54,14,2025-03-20
SKU00022,BATCH6005,2798,12.95,216.06,21,2025-08-09
SKU00302,BATCH7019,2620,36.92,70.96,21,2025-01-28
SKU00136,BATCH5672,2145,46.6,46.03,14,2025-05-21
SKU00192,BATCH8654,4060,36.65,110.78,14,2025-02-01
SKU01726,BATCH6546,555,33.03,16.8,14,2025-02-26
SKU00597,BATCH3386,3976,28.87,137.72,10,2025-08-06
SKU00968,BATCH4224,1546,5.01,308.58,10,2025-02-27
SKU01190,BATCH2256,672,4.32,155.56,7,2025-04-24
SKU00935,BATCH2825,3647,1.74,2095.98,14,2025-04-26
SKU00921,BATCH3292,660,22.82,28.92,7,2025-01-30
SKU00423,BATCH4171,199,34.77,5.72,7,2025-07-07
SKU00637,BATCH3525,500,38.57,12.96,21,2025-04-28
SKU01494,BATCH8331,4353,16.33,266.56,30,2025-01-04
SKU01775,BATCH5677,2418,45.51,53.13,7,2025-02-12
SKU01736,BATCH9802,26,27.13,0.96,10,2025-03-07
SKU00683,BATCH9048,3411,22.61,150.86,10,2025-06-08
SKU00804,BATCH2390,3763,15.34,245.31,10,2025-01-30
SKU00736,BATCH8385,1900,11.56,164.36,14,2025-08-30
SKU00382,BATCH8182,4296,15.08,284.88,14,2025-05-15
SKU01774,BATCH7523,211,40.68,5.19,10,2025-02-15
SKU00941,BATCH4379,3982,18.14,219.51,10,2025-03-13
SKU01742,BATCH4979,4999,30.8,162.31,10,2025-10-20
SKU01783,BATCH5808,324,17.95,18.05,10,2025-10-17
SKU00823,BATCH3725,1126,28.65,39.3,10,2025-03-25
SKU00638,BATCH9016,1817,16.83,107.96,7,2025-02-27
SKU01735,BATCH3780,4036,48.65,82.96,10,2025-04-05
SKU00172,BATCH1503,1194,38.97,30.64,7,2025-10-23
SKU01959,BATCH4139,4679,19.3,242.44,30,2025-03-14
SKU00584,BATCH9829,2418,33.94,71.24,10,2025-05-23
SKU01771,BATCH7217,2609,42.12,61.94,7,2025-07-03
SKU01696,BATCH3780,4841,24.85,194.81,7,2025-09-22
SKU00825,BATCH2192,10,37.98,0.26,21,2025-08-16
SKU01971,BATCH8778,2998,39.54,75.82,21,2025-07-01
SKU00702,BATCH6793,3679,11.46,321.03,10,2025-03-02
SKU01138,BATCH1206,4214,46.71,90.22,21,2025-05-06
SKU01462,BATCH9894,3829,44.42,86.2,30,2025-08-09
SKU01975,BATCH1995,1363,16.39,83.16,10,2025-05-20
SKU01380,BATCH2102,2016,29.41,68.55,10,2025-09-20
SKU00611,BATCH7341,3388,2.19,1547.03,14,2025-01-28
SKU00791,BATCH5045,607,27.0,22.48,21,2025-10-10
SKU01949,BATCH1683,846,44.44,19.04,21,2025-02-13
SKU01363,BATCH5176,1041,4.57,227.79,10,2025-07-27
SKU01587,BATCH6389,1972,44.68,44.14,10,2025-01-01
SKU01326,BATCH4184,2675,48.52,55.13,10,2025-01-24
SKU01887,BATCH1543,3432,21.01,163.35,21,2025-09-07
SKU01467,BATCH7334,4896,20.74,236.07,14,2025-09-02
SKU01204,BATCH4760,4297,27.5,156.25,30,2025-08-12
SKU00819,BATCH6324,1079,10.38,103.95,10,2025-02-01
SKU01057,BATCH9934,3024,11.59,260.91,14,2025-09-01
SKU01709,BATCH9241,3453,44.25,78.03,7,2025-03-05
SKU01634,BATCH3372,1855,47.56,39.0,30,2025-03-19
SKU01569,BATCH5370,3282,12.7,258.43,7,2025-05-16
SKU01910,BATCH4759,2627,45.53,57.7,14,2025-06-10
SKU00858,BATCH6423,2565,8.61,297.91,30,2025-08-01
SKU00717,BATCH4760,85,36.6,2.32,14,2025-02-15
SKU01363,BATCH6006,3584,30.36,118.05,7,2025-05-12
SKU01593,BATCH1193,1317,3.38,389.64,10,2025-01-05
SKU00636,BATCH1585,4234,14.91,283.97,10,2025-04-02
SKU00906,BATCH2701,4452,20.46,217.6,14,2025-03-20
SKU00810,BATCH9432,4913,10.46,469.69,10,2025-06-10
SKU00192,BATCH2132,1736,36.06,48.14,10,2025-05-03
SKU01436,BATCH7493,233,29.17,7.99,10,2025-08-25
SKU00513,BATCH8217,2369,5.28,448.67,10,2025-06-18
SKU00115,BATCH8768,323,48.91,6.6,10,2025-10-25
SKU01769,BATCH9276,2782,20.27,137.25,21,2025-04-14
SKU01460,BATCH5695,2660,2.44,1090.16,7,2025-02-01
SKU00738,BATCH9424,2492,16.33,152.6,14,2025-02-09
SKU00248,BATCH2097,3595,39.49,91.04,10,2025-08-06
SKU01432,BATCH7962,4317,43.36,99.56,10,2025-05-06
SKU00095,BATCH6658,1659,24.15,68.7,10,2025-07-18
SKU00460,BATCH3822,757,43.64,17.35,14,2025-04-24
SKU00070,BATCH5568,2338,36.86,63.43,14,2025-08-09
SKU01193,BATCH5163,3448,3.57,965.83,10,2025-02-20
SKU01765,BATCH5167,4865,2.59,1878.38,10,2025-05-24
SKU01361,BATCH6889,594,27.36,21.71,10,2025-10-26
SKU00830,BATCH5286,245,0.97,252.58,10,2025-05-07
SKU01566,BATCH5290,2610,8.47,308.15,7,2025-06-27
SKU00916,BATCH8004,3613,2.32,1557.33,14,2025-04-15
SKU00499,BATCH1876,1869,41.21,45.35,21,2025-01-31
SKU00103,BATCH9711,4678,8.58,545.22,10,2025-09-19
SKU00067,BATCH4444,2136,18.68,114.35,7,2025-03-14
SKU00383,BATCH9766,3265,7.32,446.04,7,2025-01-06
SKU01562,BATCH6924,4286,26.0,164.85,14,2025-09-25
SKU00474,BATCH2080,3577,27.02,132.38,14,2025-05-29
SKU01296,BATCH8784,3194,14.2,224.93,14,2025-01-07
SKU00243,BATCH4562,759,7.21,105.27,21,2025-10-23
SKU01874,BATCH8378,226,11.1,20.36,14,2025-06-18
SKU00795,BATCH2755,863,42.09,20.5,14,2025-01-07
SKU01497,BATCH1255,3958,33.3,118.86,14,2025-06-11
SKU00100,BATCH6251,3916,35.4,110.62,10,2025-03-22
SKU01731,BATCH4947,4593,24.56,187.01,14,2025-01-06
SKU00242,BATCH3020,3026,6.94,436.02,21,2025-03-25
SKU00202,BATCH3409,2969,39.85,74.5,10,2025-06-30
SKU00964,BATCH9792,4562,20.74,219.96,7,2025-09-18
SKU00598,BATCH8479,4242,43.68,97.12,10,2025-02-25
SKU00059,BATCH9230,2641,11.77,224.38,10,2025-05-28
SKU01885,BATCH9396,2224,9.38,237.1,7,2025-09-20
SKU00068,BATCH5185,1552,9.63,161.16,21,2025-03-26
SKU01579,BATCH9828,975,27.94,34.9,10,2025-01-17
SKU00761,BATCH7324,3315,21.19,156.44,7,2025-02-07
SKU00984,BATCH7972,277,21.0,13.19,14,2025-10-21
SKU00978,BATCH9645,3548,16.95,209.32,10,2025-07-03
SKU01970,BATCH9429,3628,15.87,228.61,21,2025-08-10
SKU00909,BATCH3539,2907,3.43,847.52,7,2025-03-03
SKU01594,BATCH1998,1614,34.87,46.29,7,2025-01-11
SKU00900,BATCH6014,3288,20.06,163.91,14,2025-10-11
SKU01585,BATCH6152,2507,16.0,156.69,14,2025-04-06
SKU00278,BATCH8884,3670,1.92,1911.46,7,2025-05-06
SKU01156,BATCH3176,4137,4.78,865.48,21,2025-10-23
SKU00908,BATCH8853,3039,17.85,170.25,10,2025-08-14
SKU01349,BATCH2714,3831,32.75,116.98,21,2025-05-18
SKU00352,BATCH5493,788,9.37,84.1,7,2025-10-05
SKU00405,BATCH8363,11,11.79,0.93,10,2025-03-04
SKU01739,BATCH3253,1222,36.43,33.54,10,2025-10-21
SKU01940,BATCH5158,3639,38.05,95.64,21,2025-09-18
SKU01680,BATCH7174,2225,3.55,626.76,10,2025-01-12
SKU01101,BATCH4810,1823,37.9,48.1,10,2025-06-09
SKU01697,BATCH1596,2908,31.93,91.07,14,2025-01-23
SKU00273,BATCH2467,1121,39.09,28.68,7,2025-07-02
SKU01823,BATCH9854,4581,41.18,111.24,21,2025-03-27
SKU00397,BATCH7247,4249,25.11,169.22,10,2025-08-09
SKU01209,BATCH5139,2902,18.26,158.93,10,2025-06-19
SKU01236,BATCH3867,1817,15.27,118.99,30,2025-05-01
SKU00564,BATCH5387,2257,24.54,91.97,10,2025-07-10
SKU01543,BATCH3165,1,43.79,0.02,14,2025-04-01
SKU00521,BATCH4337,4862,39.01,124.63,10,2025-08-03
SKU00884,BATCH4709,2907,6.69,434.53,14,2025-06-30
SKU01281,BATCH8365,2669,17.17,155.45,10,2025-01-08
SKU00775,BATCH3666,4726,48.34,97.77,30,2025-08-02
SKU01322,BATCH9543,4887,44.64,109.48,14,2025-08-14
SKU01105,BATCH4857,4755,40.21,118.25,7,2025-07-25
SKU00985,BATCH4903,1393,49.35,28.23,10,2025-09-27
SKU01811,BATCH2690,536,41.29,12.98,10,2025-03-31
SKU00052,BATCH3473,4968,40.92,121.41,10,2025-03-04
SKU01600,BATCH2846,4823,8.51,566.75,10,2025-07-30
SKU00954,BATCH9191,3114,6.62,470.39,14,2025-02-17
SKU00233,BATCH1492,2359,39.48,59.75,7,2025-06-22
SKU01122,BATCH7420,3127,1.63,1918.4,10,2025-09-30
SKU00586,BATCH3574,4673,41.24,113.31,7,2025-06-02
SKU00354,BATCH4442,1279,5.21,245.49,14,2025-10-20
SKU01492,BATCH3824,2675,22.17,120.66,10,2025-04-09
SKU00058,BATCH9471,1782,36.83,48.38,10,2025-03-07
SKU01457,BATCH9432,154,23.23,6.63,21,2025-03-19
SKU01585,BATCH1808,2659,14.87,178.82,21,2025-02-16
SKU00672,BATCH4474,2635,28.15,93.61,30,2025-03-30
SKU01193,BATCH3748,2581,33.96,76.0,14,2025-09-25
SKU00474,BATCH3387,3102,32.1,96.64,10,2025-06-30
SKU00347,BATCH2984,1440,35.54,40.52,21,2025-03-20
SKU00845,BATCH1733,3807,22.74,167.41,21,2025-04-06
SKU01792,BATCH2916,4681,21.7,215.71,21,2025-05-20
SKU00769,BATCH1244,471,30.47,15.46,14,2025-09-10
SKU00788,BATCH4032,3977,30.48,130.48,10,2025-01-18
SKU00426,BATCH4768,2187,10.96,199.54,14,2025-06-16
SKU01150,BATCH3879,1871,19.06,98.16,10,2025-10-10
SKU00553,BATCH1034,1987,36.6,54.29,10,2025-04-19
SKU00611,BATCH1266,1969,2.93,672.01,14,2025-02-19
SKU01681,BATCH2032,3529,5.97,591.12,21,2025-05-08
SKU01423,BATCH9552,234,16.5,14.18,10,2025-03-05
SKU01653,BATCH7323,1718,23.47,73.2,14,2025-05-08
SKU01180,BATCH8558,4932,3.56,1385.39,7,2025-09-21
SKU00892,BATCH8110,3245,0.89,3646.07,10,2025-04-26
SKU00377,BATCH7216,4977,12.56,396.26,14,2025-05-25
SKU01412,BATCH2877,932,1.5,621.33,14,2025-06-25
SKU01057,BATCH1742,2567,4.36,588.76,30,2025-05-07
SKU01275,BATCH1488,4938,40.88,120.79,14,2025-05-18
SKU00990,BATCH9321,3025,36.8,82.2,10,2025-07-04
SKU01670,BATCH8878,3209,11.87,270.35,14,2025-01-04
SKU00257,BATCH7328,2866,9.66,296.69,30,2025-01-06
SKU00976,BATCH2993,4677,24.89,187.91,7,2025-09-14
SKU00380,BATCH1183,4093,22.69,180.39,14,2025-02-14
SKU00219,BATCH9974,2486,28.43,87.44,10,2025-04-03
SKU00809,BATCH2369,635,39.04,16.27,14,2025-10-06
SKU00668,BATCH5841,2034,7.02,289.74,10,2025-06-04
SKU01352,BATCH4102,2246,33.59,66.87,10,2025-07-13
SKU00827,BATCH7105,4717,19.96,236.32,14,2025-05-09
SKU01899,BATCH7286,704,47.76,14.74,14,2025-04-20
SKU01247,BATCH2522,2771,14.55,190.45,14,2025-04-11
SKU00248,BATCH5731,1661,30.0,55.37,7,2025-02-12
SKU01770,BATCH2011,2990,27.82,107.48,7,2025-03-20
SKU00031,BATCH4854,4651,29.21,159.23,7,2025-04-19
SKU00608,BATCH5740,2194,2.23,983.86,10,2025-10-09
SKU01541,BATCH6231,3859,19.83,194.6,7,2025-07-05
SKU00783,BATCH4997,2911,47.27,61.58,10,2025-02-22
SKU00749,BATCH2393,316,7.21,43.83,10,2025-03-09
SKU00070,BATCH9361,1845,34.65,53.25,10,2025-06-11
SKU01377,BATCH1776,4721,18.34,257.42,21,2025-08-13
SKU00452,BATCH8906,1312,10.39,126.28,21,2025-08-31
SKU00261,BATCH5527,3459,17.07,202.64,14,2025-01-22
SKU01205,BATCH7899,2124,30.58,69.46,14,2025-08-07
SKU01724,BATCH3265,976,30.77,31.72,10,2025-07-24
SKU01024,BATCH4194,1398,6.98,200.29,10,2025-02-09
SKU00738,BATCH6158,2380,1.27,1874.02,14,2025-08-20
SKU00367,BATCH6068,3306,25.14,131.5,10,2025-04-09
SKU00793,BATCH7695,2153,11.15,193.09,14,2025-02-23
SKU00448,BATCH6183,1216,6.73,180.68,7,2025-01-17
SKU00469,BATCH2600,3432,21.06,162.96,10,2025-09-13
SKU01081,BATCH1571,3172,36.04,88.01,14,2025-10-11
SKU00071,BATCH1059,1586,3.35,473.43,10,2025-02-25
SKU00612,BATCH4253,2569,29.78,86.27,30,2025-03-14
SKU00178,BATCH1276,2820,47.0,60.0,10,2025-07-21
SKU00091,BATCH8488,4314,2.76,1563.04,21,2025-09-08
SKU01159,BATCH7623,1958,7.68,254.95,14,2025-07-08
SKU00354,BATCH3988,2404,47.32,50.8,14,2025-04-24
SKU00464,BATCH1057,678,13.93,48.67,14,2025-05-24
SKU01971,BATCH7063,484,8.11,59.68,7,2025-10-08
SKU00167,BATCH5570,4481,24.05,186.32,7,2025-06-18
SKU00205,BATCH6397,3861,44.23,87.29,21,2025-02-24
SKU01307,BATCH7212,4640,17.0,272.94,14,2025-09-01
SKU00887,BATCH8168,3823,9.11,419.65,10,2025-05-28
SKU01740,BATCH2221,1431,34.62,41.33,7,2025-06-09
SKU00442,BATCH6429,2275,2.75,827.27,10,2025-04-12
SKU01777,BATCH1320,797,33.47,23.81,7,2025-04-16
SKU01274,BATCH1754,1169,39.69,29.45,30,2025-05-23
SKU00556,BATCH8141,904,20.65,43.78,21,2025-08-05
SKU00693,BATCH8091,4743,27.91,169.94,10,2025-04-16
SKU00626,BATCH7388,694,45.56,15.23,14,2025-07-19
SKU00120,BATCH7915,319,11.3,28.23,30,2025-03-01
SKU01982,BATCH5401,1567,24.78,63.24,10,2025-06-12
SKU01624,BATCH2507,2575,6.89,373.73,7,2025-01-30
SKU01742,BATCH2209,555,40.12,13.83,10,2025-04-18
SKU01563,BATCH1213,2544,46.31,54.93,10,2025-06-27
SKU00520,BATCH7438,3677,37.06,99.22,10,2025-05-28
SKU00065,BATCH7077,2837,20.49,138.46,21,2025-02-12
SKU01732,BATCH5900,4995,39.21,127.39,7,2025-05-31
SKU01840,BATCH2417,3751,38.77,96.75,10,2025-09-23
SKU01199,BATCH2479,3092,40.03,77.24,14,2025-03-28
SKU01954,BATCH4683,1335,18.2,73.35,14,2025-04-25
SKU01500,BATCH5623,3401,43.21,78.71,30,2025-06-15
SKU00135,BATCH1025,4525,27.47,164.73,10,2025-01-05
SKU00498,BATCH8323,4887,34.07,143.44,14,2025-01-17
SKU01583,BATCH9874,2267,47.78,47.45,30,2025-07-31
SKU01733,BATCH6307,2734,42.14,64.88,10,2025-07-08
SKU01216,BATCH2647,4064,9.86,412.17,10,2025-09-11
SKU00731,BATCH7534,4835,49.84,97.01,7,2025-07-07
SKU01378,BATCH5405,1050,17.9,58.66,21,2025-03-17
SKU00929,BATCH8691,2957,31.92,92.64,30,2025-08-13
SKU00977,BATCH1687,1048,0.45,2328.89,7,2025-06-10
SKU01483,BATCH9565,3726,45.52,81.85,7,2025-04-16
SKU01282,BATCH1246,4929,23.88,206.41,10,2025-07-12
SKU00079,BATCH7017,839,39.61,21.18,14,2025-10-20
SKU00814,BATCH4189,4242,20.64,205.52,10,2025-04-25
SKU00778,BATCH8043,4822,46.81,103.01,14,2025-06-30
SKU01600,BATCH7876,3268,11.45,285.41,7,2025-08-08
SKU00853,BATCH9982,2066,11.83,174.64,7,2025-08-26
SKU00390,BATCH4314,3814,37.73,101.09,10,2025-07-21
SKU01668,BATCH5820,4211,1.8,2339.44,7,2025-03-05
SKU01422,BATCH3307,3304,29.39,112.42,10,2025-09-22
SKU01743,BATCH7191,3237,37.8,85.63,10,2025-01-21
SKU01256,BATCH9753,4509,23.41,192.61,14,2025-08-29
SKU01934,BATCH7639,1122,43.57,25.75,7,2025-04-16
SKU01612,BATCH3610,840,30.63,27.42,14,2025-09-05
SKU01391,BATCH7363,349,10.91,31.99,10,2025-09-25
SKU00043,BATCH8522,4891,19.45,251.47,14,2025-05-15
SKU01070,BATCH1252,3728,46.86,79.56,14,2025-08-24
SKU01715,BATCH9650,963,7.56,127.38,7,2025-10-02
SKU00786,BATCH4835,4821,42.82,112.59,14,2025-06-16
SKU01778,BATCH9846,2223,21.75,102.21,10,2025-01-09
SKU01204,BATCH8101,568,25.74,22.07,7,2025-08-22
SKU01249,BATCH9520,2206,28.44,77.57,10,2025-08-22
SKU00724,BATCH2938,3117,42.57,73.22,7,2025-02-25
SKU01482,BATCH8741,1414,28.68,49.3,7,2025-08-09
SKU00465,BATCH9669,2982,38.97,76.52,14,2025-10-19
SKU00429,BATCH8951,3857,27.75,138.99,21,2025-05-26
SKU01919,BATCH2190,3979,34.47,115.43,14,2025-02-08
SKU00411,BATCH6965,3938,20.27,194.28,21,2025-03-21
SKU01751,BATCH1501,561,33.45,16.77,14,2025-02-02
SKU01260,BATCH7078,4815,15.24,315.94,14,2025-06-30
SKU00021,BATCH8024,1151,6.56,175.46,14,2025-05-05
SKU01092,BATCH3959,152,9.91,15.34,10,2025-09-15
SKU01967,BATCH6947,3667,45.0,81.49,10,2025-02-23
SKU01922,BATCH8430,1340,44.18,30.33,14,2025-10-10
SKU00780,BATCH2270,2518,44.62,56.43,7,2025-03-14
SKU00179,BATCH8446,4624,3.51,1317.38,10,2025-05-10
SKU00892,BATCH7177,4718,42.2,111.8,21,2025-03-14
SKU00144,BATCH1382,3108,46.99,66.14,7,2025-10-05
SKU01215,BATCH4878,871,21.89,39.79,10,2025-02-16
SKU00983,BATCH3072,2146,46.51,46.14,10,2025-07-06
SKU01527,BATCH1364,2903,45.22,64.2,7,2025-08-02
SKU01166,BATCH2425,2333,27.75,84.07,14,2025-01-25
SKU00667,BATCH3174,1479,26.3,56.24,30,2025-10-03
SKU00120,BATCH8071,91,30.56,2.98,10,2025-05-15
SKU00598,BATCH6873,4724,28.56,165.41,30,2025-02-01
SKU01126,BATCH8447,3440,43.98,78.22,10,2025-01-31
SKU00110,BATCH9552,4155,33.02,125.83,7,2025-03-08
SKU01810,BATCH4060,113,0.74,152.7,21,2025-07-26
SKU01088,BATCH7228,3866,19.8,195.25,7,2025-08-16
SKU01744,BATCH1240,3312,40.98,80.82,14,2025-06-29
SKU01418,BATCH5959,3561,45.95,77.5,10,2025-08-11
SKU00308,BATCH2288,377,46.28,8.15,21,2025-03-14
SKU00504,BATCH1095,4338,31.16,139.22,10,2025-09-17
SKU00372,BATCH7038,3818,1.83,2086.34,30,2025-04-01
SKU00911,BATCH3280,3229,2.15,1501.86,10,2025-05-02
SKU01504,BATCH2193,2899,41.2,70.36,10,2025-06-21
SKU01584,BATCH8552,990,33.87,29.23,14,2025-03-17
SKU01851,BATCH6918,2375,14.22,167.02,14,2025-09-29
SKU00502,BATCH6498,1863,27.22,68.44,14,2025-02-24
SKU00816,BATCH9363,3076,13.79,223.06,10,2025-08-14
SKU00825,BATCH6150,3042,42.48,71.61,7,2025-02-09
SKU00795,BATCH2929,262,10.21,25.66,10,2025-09-25
SKU01700,BATCH8545,4445,37.88,117.34,7,2025-05-30
SKU01082,BATCH8973,1269,14.5,87.52,10,2025-09-23
SKU01052,BATCH8486,761,20.52,37.09,10,2025-09-20
SKU01731,BATCH5764,2270,3.68,616.85,10,2025-04-26
SKU00682,BATCH2478,2267,4.62,490.69,7,2025-01-23
SKU01670,BATCH3260,2557,30.58,83.62,14,2025-10-07
SKU01291,BATCH8999,2847,4.1,694.39,21,2025-07-18
SKU00124,BATCH5862,154,8.17,18.85,14,2025-10-25
SKU00495,BATCH7309,1962,23.14,84.79,30,2025-05-19
SKU01761,BATCH4029,4290,2.19,1958.9,21,2025-07-24
SKU00372,BATCH2222,1252,13.01,96.23,21,2025-09-20
SKU01550,BATCH2582,1265,36.84,34.34,10,2025-08-13
SKU00531,BATCH9877,469,29.16,16.08,21,2025-02-24
SKU01121,BATCH3370,1303,33.27,39.16,14,2025-09-16
SKU01752,BATCH5592,455,10.76,42.29,30,2025-01-03
SKU01868,BATCH2505,3365,18.29,183.98,30,2025-03-04
SKU00938,BATCH7599,3817,8.82,432.77,7,2025-03-24
SKU00963,BATCH3257,2175,27.32,79.61,21,2025-06-13
SKU00913,BATCH8139,374,43.71,8.56,10,2025-08-08
SKU01955,BATCH5362,1202,47.26,25.43,10,2025-09-25
SKU00044,BATCH3900,4134,17.21,240.21,10,2025-06-23
SKU01473,BATCH3665,3431,2.75,1247.64,10,2025-06-11
SKU00533,BATCH3308,1487,29.92,49.7,10,2025-01-01
SKU01985,BATCH8823,1470,39.55,37.17,10,2025-01-18
SKU01035,BATCH6476,2964,6.93,427.71,21,2025-04-20
SKU01711,BATCH9392,1064,47.93,22.2,30,2025-05-04
SKU01828,BATCH2219,268,5.52,48.55,7,2025-01-24
SKU00579,BATCH8360,1343,49.24,27.27,10,2025-04-28
SKU01555,BATCH1874,3177,43.05,73.8,10,2025-10-08
SKU01590,BATCH5330,1818,10.72,169.59,7,2025-07-28
SKU01063,BATCH7003,3301,46.89,70.4,30,2025-05-01
SKU01825,BATCH5364,2741,38.57,71.07,10,2025-06-19
SKU00050,BATCH3160,4291,3.66,1172.4,10,2025-03-03
SKU01041,BATCH2724,4476,14.54,307.84,14,2025-05-31
SKU00335,BATCH6678,3190,31.82,100.25,7,2025-04-17
SKU01797,BATCH5811,3915,0.53,7386.79,14,2025-03-31
SKU00116,BATCH7108,1979,44.7,44.27,21,2025-05-11
SKU00495,BATCH8964,2473,47.76,51.78,10,2025-02-04
SKU01921,BATCH1743,1154,5.18,222.78,10,2025-05-26
SKU00326,BATCH6225,3388,37.27,90.9,7,2025-09-04
SKU00205,BATCH8128,3561,47.55,74.89,7,2025-03-31
SKU01521,BATCH9286,4086,3.52,1160.8,10,2025-05-19
SKU00684,BATCH3071,267,35.55,7.51,14,2025-09-13
SKU01372,BATCH1047,4990,44.11,113.13,30,2025-02-28
SKU00803,BATCH3318,3445,46.22,74.53,7,2025-10-15
SKU00131,BATCH3069,2592,31.58,82.08,21,2025-07-27
SKU00239,BATCH7015,813,35.82,22.7,21,2025-05-03
SKU00385,BATCH9141,2556,25.22,101.35,14,2025-09-26
SKU01759,BATCH1000,4273,24.05,177.67,30,2025-05-15
SKU00189,BATCH1295,1405,11.53,121.86,10,2025-03-12
SKU00741,BATCH1815,4666,27.31,170.85,21,2025-09-20
SKU00397,BATCH2038,2636,22.96,114.81,30,2025-10-12
SKU00407,BATCH7542,2676,47.38,56.48,7,2025-07-02
SKU01074,BATCH4597,1405,23.43,59.97,10,2025-02-10
SKU00073,BATCH6606,1720,42.51,40.46,14,2025-02-17
SKU01349,BATCH7717,419,45.17,9.28,14,2025-10-08
SKU00112,BATCH5507,929,46.34,20.05,10,2025-07-20
SKU01708,BATCH1865,4254,21.97,193.63,7,2025-08-29
SKU00710,BATCH8526,1781,23.31,76.4,14,2025-07-31
SKU01187,BATCH3812,3488,14.01,248.97,14,2025-01-04
SKU00908,BATCH4461,713,21.47,33.21,21,2025-03-15
SKU01264,BATCH3228,2830,1.69,1674.56,21,2025-07-03
SKU00222,BATCH5562,4543,43.33,104.85,10,2025-04-03
SKU00847,BATCH8700,736,26.49,27.78,14,2025-05-27
SKU00258,BATCH3910,1987,34.52,57.56,21,2025-05-09
SKU00958,BATCH9242,3581,42.54,84.18,30,2025-10-11
SKU00519,BATCH3669,4941,2.71,1823.25,30,2025-01-13
SKU01574,BATCH6375,2675,26.23,101.98,10,2025-04-01
SKU00852,BATCH5587,4278,4.84,883.88,10,2025-05-18
SKU00344,BATCH1082,3548,36.72,96.62,10,2025-03-08
SKU00712,BATCH1957,616,15.53,39.67,10,2025-06-26
SKU00807,BATCH2457,1965,47.82,41.09,10,2025-08-02
SKU01376,BATCH8954,2113,5.27,400.95,10,2025-02-19
SKU01422,BATCH9522,1279,1.55,825.16,10,2025-10-16
SKU01212,BATCH9465,2118,8.25,256.73,10,2025-04-30
SKU00313,BATCH3994,3310,14.08,235.09,14,2025-08-06
SKU00642,BATCH3636,2661,36.32,73.27,14,2025-06-14
SKU01517,BATCH5289,1256,35.11,35.77,10,2025-04-15
SKU01559,BATCH8415,668,27.58,24.22,7,2025-04-03
SKU01883,BATCH4938,3087,8.61,358.54,10,2025-04-22
SKU01118,BATCH2476,2493,26.95,92.5,10,2025-08-02
SKU01927,BATCH3232,4998,12.2,409.67,10,2025-02-20
SKU00934,BATCH7876,3567,1.47,2426.53,10,2025-10-24
SKU01849,BATCH2187,97,10.72,9.05,7,2025-09-22
SKU00935,BATCH7381,4792,6.0,798.67,10,2025-04-16
SKU00907,BATCH9884,1446,10.55,137.06,21,2025-02-11
SKU00053,BATCH7113,4793,27.44,174.67,7,2025-03-12
SKU01703,BATCH1102,392,34.4,11.4,10,2025-08-01
SKU00633,BATCH8888,3450,13.88,248.56,14,2025-01-17
SKU01420,BATCH2079,1407,16.37,85.95,14,2025-03-17
SKU00810,BATCH1965,4792,33.86,141.52,14,2025-03-28
SKU01920,BATCH6757,2990,7.62,392.39,10,2025-03-26
SKU00972,BATCH1966,166,16.7,9.94,14,2025-10-23
SKU01556,BATCH2498,3837,7.78,493.19,10,2025-01-13
SKU00408,BATCH2903,1411,45.45,31.05,10,2025-07-09
SKU01652,BATCH7091,2680,33.29,80.5,14,2025-02-28
SKU00826,BATCH1016,4256,46.28,91.96,14,2025-10-04
SKU01611,BATCH3916,1961,17.66,111.04,14,2025-01-24
SKU01159,BATCH8599,4454,30.84,144.42,10,2025-01-26
SKU01038,BATCH2789,137,47.63,2.88,14,2025-04-30
SKU00447,BATCH2411,2879,9.69,297.11,30,2025-01-05
SKU00367,BATCH6160,104,42.07,2.47,10,2025-06-14
SKU00969,BATCH4046,2083,48.03,43.37,7,2025-09-12
SKU00538,BATCH8002,1842,14.19,129.81,7,2025-05-14
SKU00406,BATCH2324,3956,34.94,113.22,10,2025-10-08
SKU01976,BATCH1714,3792,4.27,888.06,10,2025-07-30
SKU01288,BATCH6942,1686,37.18,45.35,21,2025-06-17
SKU00003,BATCH4725,3167,29.61,106.96,10,2025-02-23
SKU00160,BATCH8218,3190,41.85,76.22,7,2025-06-24
